specimen,load_kN,Ubar,Diagn,VSt1,VSt2,HDiagn,VDiagn,HUbar,HStack,St1,St1St2,VStack
NS-ND,132.7904,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7871,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7857,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7867,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7975,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7874,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7721,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7737,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7788,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7626,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7610,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7589,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7521,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7344,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7314,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7303,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7129,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7222,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7317,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7147,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7217,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7992,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.8233,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.8317,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.8450,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.8418,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.8226,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.8363,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.8283,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.8279,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.8359,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.8319,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.8251,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.8169,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.8122,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.8018,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7933,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7868,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7920,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7980,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7840,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7735,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7722,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7911,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7746,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7762,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7680,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7572,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7517,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7471,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7501,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7439,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7336,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7282,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7489,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7350,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7224,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7268,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7327,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7198,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7205,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7183,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.6969,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7003,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.6949,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.7196,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.6930,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.6732,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.6865,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.6587,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.6613,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.6649,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,132.6610,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,133.1521,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,133.7309,50.6131,,52.0239,9.7031,0.0000,0.0000,50.6131,50.6131,52.0239,61.7269,61.7269
NS-ND,133.9766,50.6131,,52.3049,9.9655,0.0000,0.0000,50.6131,50.6131,52.3049,62.2704,62.2704
NS-ND,134.1412,50.6131,,52.3049,9.9655,0.0000,0.0000,50.6131,50.6131,52.3049,62.2704,62.2704
NS-ND,135.2343,50.9779,,52.9311,9.9655,0.0000,0.0000,50.9779,50.9779,52.9311,62.8966,62.8966
NS-ND,135.4957,50.9779,,52.9311,9.9655,0.0000,0.0000,50.9779,50.9779,52.9311,62.8966,62.8966
NS-ND,135.6955,50.9779,,52.9311,9.9655,0.0000,0.0000,50.9779,50.9779,52.9311,62.8966,62.8966
NS-ND,135.9212,50.9779,,52.9311,9.9655,0.0000,0.0000,50.9779,50.9779,52.9311,62.8966,62.8966
NS-ND,136.1162,50.9779,,53.2122,9.9655,0.0000,0.0000,50.9779,50.9779,53.2122,63.1777,63.1777
NS-ND,136.3559,50.9779,,53.2122,9.9655,0.0000,0.0000,50.9779,50.9779,53.2122,63.1777,63.1777
NS-ND,136.6438,50.9779,,53.2122,9.9655,0.0000,0.0000,50.9779,50.9779,53.2122,63.1777,63.1777
NS-ND,136.9126,50.9779,,53.8383,9.9655,0.0000,0.0000,50.9779,50.9779,53.8383,63.8038,63.8038
NS-ND,137.1102,51.3345,,53.8383,9.9655,0.0000,0.0000,51.3345,51.3345,53.8383,63.8038,63.8038
NS-ND,137.4670,51.3345,,53.8383,9.9655,0.0000,0.0000,51.3345,51.3345,53.8383,63.8038,63.8038
NS-ND,137.8243,51.3345,,54.0573,9.9655,0.0000,0.0000,51.3345,51.3345,54.0573,64.0228,64.0228
NS-ND,138.1593,51.3345,,54.0573,9.9655,0.0000,0.0000,51.3345,51.3345,54.0573,64.0228,64.0228
NS-ND,138.3911,51.3345,,54.0573,9.9655,0.0000,0.0000,51.3345,51.3345,54.0573,64.0228,64.0228
NS-ND,138.5708,51.3345,,54.0573,9.9655,0.0000,0.0000,51.3345,51.3345,54.0573,64.0228,64.0228
NS-ND,138.6612,51.3345,,54.4108,9.9655,0.0000,0.0000,51.3345,51.3345,54.4108,64.3763,64.3763
NS-ND,138.9248,51.6765,,54.4108,9.9655,0.0000,0.0000,51.6765,51.6765,54.4108,64.3763,64.3763
NS-ND,139.5337,51.6765,,54.6297,9.9655,0.0000,0.0000,51.6765,51.6765,54.6297,64.5952,64.5952
NS-ND,139.8498,51.6765,,54.6297,9.9655,0.0000,0.0000,51.6765,51.6765,54.6297,64.5952,64.5952
NS-ND,140.0429,51.6765,,54.6297,9.9655,0.0000,0.0000,51.6765,51.6765,54.6297,64.5952,64.5952
NS-ND,140.1806,51.6765,,54.6297,9.9655,0.0000,0.0000,51.6765,51.6765,54.6297,64.5952,64.5952
NS-ND,140.3581,51.6765,,54.9832,9.9655,0.0000,0.0000,51.6765,51.6765,54.9832,64.9487,64.9487
NS-ND,140.5423,52.0468,,54.9832,9.9655,0.0000,0.0000,52.0468,52.0468,54.9832,64.9487,64.9487
NS-ND,140.6970,52.0468,,54.9832,9.9655,0.0000,0.0000,52.0468,52.0468,54.9832,64.9487,64.9487
NS-ND,140.8052,52.0468,,55.3848,10.2623,0.0000,0.0000,52.0468,52.0468,55.3848,65.6470,65.6470
NS-ND,140.8510,52.0468,,55.3848,10.2623,0.0000,0.0000,52.0468,52.0468,55.3848,65.6470,65.6470
NS-ND,140.9117,52.0468,,55.3848,10.2623,0.0000,0.0000,52.0468,52.0468,55.3848,65.6470,65.6470
NS-ND,141.0287,52.0468,,55.3848,10.5247,0.0000,0.0000,52.0468,52.0468,55.3848,65.9095,65.9095
NS-ND,141.1736,52.0468,,55.3848,10.5247,0.0000,0.0000,52.0468,52.0468,55.3848,65.9095,65.9095
NS-ND,141.3850,52.0468,,55.3848,10.5247,0.0000,0.0000,52.0468,52.0468,55.3848,65.9095,65.9095
NS-ND,141.4951,52.0468,,55.6669,10.5247,0.0000,0.0000,52.0468,52.0468,55.6669,66.1916,66.1916
NS-ND,141.6109,52.0468,,55.6669,10.5247,0.0000,0.0000,52.0468,52.0468,55.6669,66.1916,66.1916
NS-ND,141.6793,52.3925,,55.6669,10.5247,0.0000,0.0000,52.3925,52.3925,55.6669,66.1916,66.1916
NS-ND,141.7368,52.3925,,55.6669,10.5247,0.0000,0.0000,52.3925,52.3925,55.6669,66.1916,66.1916
NS-ND,142.2015,52.3925,,56.0685,10.5247,0.0000,0.0000,52.3925,52.3925,56.0685,66.5932,66.5932
NS-ND,142.6457,52.3925,,56.0685,10.5247,0.0000,0.0000,52.3925,52.3925,56.0685,66.5932,66.5932
NS-ND,142.9917,52.3925,,56.3506,10.5247,0.0000,0.0000,52.3925,52.3925,56.3506,66.8753,66.8753
NS-ND,143.3249,52.3925,,56.3506,10.5247,0.0000,0.0000,52.3925,52.3925,56.3506,66.8753,66.8753
NS-ND,143.6464,52.7559,,56.6123,10.5247,0.0000,0.0000,52.7559,52.7559,56.6123,67.1370,67.1370
NS-ND,143.9089,52.7559,,56.6123,10.5247,0.0000,0.0000,52.7559,52.7559,56.6123,67.1370,67.1370
NS-ND,144.2330,52.7559,,56.9696,10.5247,0.0000,0.0000,52.7559,52.7559,56.9696,67.4943,67.4943
NS-ND,144.5023,52.7559,,56.9696,10.5247,0.0000,0.0000,52.7559,52.7559,56.9696,67.4943,67.4943
NS-ND,145.0027,53.1135,,57.2313,10.5247,0.0000,0.0000,53.1135,53.1135,57.2313,67.7560,67.7560
NS-ND,145.4257,53.1135,,57.5887,10.5247,0.0000,0.0000,53.1135,53.1135,57.5887,68.1134,68.1134
NS-ND,145.2922,53.1135,,57.5887,10.7900,0.0000,0.0000,53.1135,53.1135,57.5887,68.3787,68.3787
NS-ND,145.8024,53.1135,,57.5887,10.7900,0.0000,0.0000,53.1135,53.1135,57.5887,68.3787,68.3787
NS-ND,145.9863,53.4803,,57.5887,10.7900,0.0000,0.0000,53.4803,53.4803,57.5887,68.3787,68.3787
NS-ND,146.1940,53.4803,,57.9673,10.7900,0.0000,0.0000,53.4803,53.4803,57.9673,68.7573,68.7573
NS-ND,146.4803,53.4803,,58.3113,10.7900,0.0000,0.0000,53.4803,53.4803,58.3113,69.1013,69.1013
NS-ND,146.7414,53.4803,,58.3113,10.7900,0.0000,0.0000,53.4803,53.4803,58.3113,69.1013,69.1013
NS-ND,147.0268,53.4803,,58.3113,10.7900,0.0000,0.0000,53.4803,53.4803,58.3113,69.1013,69.1013
NS-ND,147.4684,53.8424,,59.0340,10.7900,0.0000,0.0000,53.8424,53.8424,59.0340,69.8240,69.8240
NS-ND,147.7896,53.8424,,59.0340,10.7900,0.0000,0.0000,53.8424,53.8424,59.0340,69.8240,69.8240
NS-ND,148.0815,53.8424,,59.0340,11.0553,0.0000,0.0000,53.8424,53.8424,59.0340,70.0893,70.0893
NS-ND,148.3202,53.8424,,59.6536,11.3521,0.0000,0.0000,53.8424,53.8424,59.6536,71.0057,71.0057
NS-ND,148.5335,54.2051,,59.6536,11.3521,0.0000,0.0000,54.2051,54.2051,59.6536,71.0057,71.0057
NS-ND,148.9577,54.2051,,59.6536,11.3521,0.0000,0.0000,54.2051,54.2051,59.6536,71.0057,71.0057
NS-ND,149.1013,54.2051,,59.9376,11.3521,0.0000,0.0000,54.2051,54.2051,59.9376,71.2897,71.2897
NS-ND,149.1531,54.2051,,60.2733,11.3521,0.0000,0.0000,54.2051,54.2051,60.2733,71.6254,71.6254
NS-ND,149.2948,54.2051,,60.2733,11.3521,0.0000,0.0000,54.2051,54.2051,60.2733,71.6254,71.6254
NS-ND,149.1882,54.5560,,60.2733,11.6216,0.0000,0.0000,54.5560,54.5560,60.2733,71.8949,71.8949
NS-ND,149.2654,54.5560,,60.6163,11.6216,0.0000,0.0000,54.5560,54.5560,60.6163,72.2379,72.2379
NS-ND,149.9013,54.5560,,60.6163,11.6216,0.0000,0.0000,54.5560,54.5560,60.6163,72.2379,72.2379
NS-ND,150.3489,54.5560,,60.9092,11.6216,0.0000,0.0000,54.5560,54.5560,60.9092,72.5308,72.5308
NS-ND,150.4309,54.5560,,61.2522,11.6216,0.0000,0.0000,54.5560,54.5560,61.2522,72.8738,72.8738
NS-ND,150.5656,54.9261,,61.2522,11.6216,0.0000,0.0000,54.9261,54.9261,61.2522,72.8738,72.8738
NS-ND,150.6524,54.9261,,61.2522,11.6216,0.0000,0.0000,54.9261,54.9261,61.2522,72.8738,72.8738
NS-ND,150.7200,54.9261,,61.5452,11.8911,0.0000,0.0000,54.9261,54.9261,61.5452,73.4362,73.4362
NS-ND,150.7869,54.9261,,61.8077,12.1628,0.0000,0.0000,54.9261,54.9261,61.8077,73.9706,73.9706
NS-ND,150.9309,54.9261,,61.8077,12.1628,0.0000,0.0000,54.9261,54.9261,61.8077,73.9706,73.9706
NS-ND,151.0632,54.9261,,61.8077,12.1628,0.0000,0.0000,54.9261,54.9261,61.8077,73.9706,73.9706
NS-ND,151.2275,55.2807,,61.8077,12.1628,0.0000,0.0000,55.2807,55.2807,61.8077,73.9706,73.9706
NS-ND,151.3760,55.2807,,62.3943,12.1628,0.0000,0.0000,55.2807,55.2807,62.3943,74.5571,74.5571
NS-ND,151.4711,55.2807,,62.3943,12.1628,0.0000,0.0000,55.2807,55.2807,62.3943,74.5571,74.5571
NS-ND,151.7524,55.2807,,62.3943,12.1628,0.0000,0.0000,55.2807,55.2807,62.3943,74.5571,74.5571
NS-ND,152.2835,55.2807,,62.7952,12.4356,0.0000,0.0000,55.2807,55.2807,62.7952,75.2308,75.2308
NS-ND,152.6073,55.6553,,63.1192,12.4356,0.0000,0.0000,55.6553,55.6553,63.1192,75.5548,75.5548
NS-ND,152.4465,55.6553,,63.1192,12.4356,0.0000,0.0000,55.6553,55.6553,63.1192,75.5548,75.5548
NS-ND,152.7491,55.6553,,63.1192,12.4356,0.0000,0.0000,55.6553,55.6553,63.1192,75.5548,75.5548
NS-ND,152.9111,55.6553,,63.5201,12.7073,0.0000,0.0000,55.6553,55.6553,63.5201,76.2274,76.2274
NS-ND,152.9623,55.6553,,63.5201,12.9801,0.0000,0.0000,55.6553,55.6553,63.5201,76.5002,76.5002
NS-ND,153.0171,55.6553,,63.7859,12.9801,0.0000,0.0000,55.6553,55.6553,63.7859,76.7660,76.7660
NS-ND,153.0462,56.0121,,63.7859,12.9801,0.0000,0.0000,56.0121,56.0121,63.7859,76.7660,76.7660
NS-ND,153.0631,56.0121,,63.7859,12.9801,0.0000,0.0000,56.0121,56.0121,63.7859,76.7660,76.7660
NS-ND,153.0517,56.0121,,64.0670,12.9801,0.0000,0.0000,56.0121,56.0121,64.0670,77.0471,77.0471
NS-ND,153.1136,56.0121,,64.0670,12.9801,0.0000,0.0000,56.0121,56.0121,64.0670,77.0471,77.0471
NS-ND,153.2242,55.8220,,64.0670,12.9801,0.0000,0.0000,55.8220,55.8220,64.0670,77.0471,77.0471
NS-ND,153.3419,55.8220,,64.0670,12.9801,0.0000,0.0000,55.8220,55.8220,64.0670,77.0471,77.0471
NS-ND,153.4410,55.8220,,64.3328,12.9801,0.0000,0.0000,55.8220,55.8220,64.3328,77.3129,77.3129
NS-ND,153.5019,56.1932,,64.3328,12.9801,0.0000,0.0000,56.1932,56.1932,64.3328,77.3129,77.3129
NS-ND,153.6571,56.1932,,64.6139,13.2513,0.0000,0.0000,56.1932,56.1932,64.6139,77.8652,77.8652
NS-ND,153.7942,56.1932,,64.6139,13.2513,0.0000,0.0000,56.1932,56.1932,64.6139,77.8652,77.8652
NS-ND,154.1314,56.1932,,64.6139,13.2513,0.0000,0.0000,56.1932,56.1932,64.6139,77.8652,77.8652
NS-ND,154.3921,56.1932,,64.6139,13.5051,0.0000,0.0000,56.1932,56.1932,64.6139,78.1190,78.1190
NS-ND,154.7706,56.5449,,64.8901,13.5051,0.0000,0.0000,56.5449,56.5449,64.8901,78.3952,78.3952
NS-ND,155.1428,56.5449,,65.1090,13.5051,0.0000,0.0000,56.5449,56.5449,65.1090,78.6141,78.6141
NS-ND,155.4063,56.5449,,65.1090,13.5051,0.0000,0.0000,56.5449,56.5449,65.1090,78.6141,78.6141
NS-ND,155.6352,56.9169,,65.3280,13.7764,0.0000,0.0000,56.9169,56.9169,65.3280,79.1043,79.1043
NS-ND,155.9353,56.9169,,65.6042,13.7764,0.0000,0.0000,56.9169,56.9169,65.6042,79.3806,79.3806
NS-ND,156.4052,56.9169,,65.6042,13.7764,0.0000,0.0000,56.9169,56.9169,65.6042,79.3806,79.3806
NS-ND,156.7558,57.2677,,66.0058,13.7764,0.0000,0.0000,57.2677,57.2677,66.0058,79.7821,79.7821
NS-ND,156.6174,57.2677,,66.0058,13.7764,0.0000,0.0000,57.2677,57.2677,66.0058,79.7821,79.7821
NS-ND,156.6931,57.2677,,66.4043,13.7764,0.0000,0.0000,57.2677,57.2677,66.4043,80.1807,80.1807
NS-ND,157.1358,57.2677,,66.4043,14.2844,0.0000,0.0000,57.2677,57.2677,66.4043,80.6887,80.6887
NS-ND,157.4612,57.2677,,66.8059,14.2844,0.0000,0.0000,57.2677,57.2677,66.8059,81.0903,81.0903
NS-ND,157.7333,57.6550,,66.8059,14.2844,0.0000,0.0000,57.6550,57.6550,66.8059,81.0903,81.0903
NS-ND,157.9919,57.6550,,67.2044,14.2844,0.0000,0.0000,57.6550,57.6550,67.2044,81.4888,81.4888
NS-ND,158.0832,57.6550,,67.4660,14.5387,0.0000,0.0000,57.6550,57.6550,67.4660,82.0048,82.0048
NS-ND,158.3067,57.6550,,67.4660,14.5387,0.0000,0.0000,57.6550,57.6550,67.4660,82.0048,82.0048
NS-ND,158.7044,58.0109,,67.4660,14.5387,0.0000,0.0000,58.0109,58.0109,67.4660,82.0048,82.0048
NS-ND,158.7887,58.0109,,67.9420,14.5387,0.0000,0.0000,58.0109,58.0109,67.9420,82.4808,82.4808
NS-ND,158.6005,58.3828,,67.9420,14.7877,0.0000,0.0000,58.3828,58.3828,67.9420,82.7297,82.7297
NS-ND,158.4373,58.3828,,67.9420,15.0384,0.0000,0.0000,58.3828,58.3828,67.9420,82.9804,82.9804
NS-ND,158.8557,58.3828,,67.9420,15.0384,0.0000,0.0000,58.3828,58.3828,67.9420,82.9804,82.9804
NS-ND,158.8569,58.7296,,67.9420,15.0384,0.0000,0.0000,58.7296,58.7296,67.9420,82.9804,82.9804
NS-ND,158.7106,58.7296,,67.9420,15.0384,0.0000,0.0000,58.7296,58.7296,67.9420,82.9804,82.9804
NS-ND,158.5737,58.7296,,67.9420,15.0384,0.0000,0.0000,58.7296,58.7296,67.9420,82.9804,82.9804
NS-ND,158.4727,58.7296,,68.3206,15.0384,0.0000,0.0000,58.7296,58.7296,68.3206,83.3590,83.3590
NS-ND,158.7368,58.7296,,68.3206,15.0384,0.0000,0.0000,58.7296,58.7296,68.3206,83.3590,83.3590
NS-ND,158.6716,58.7296,,68.3206,15.0384,0.0000,0.0000,58.7296,58.7296,68.3206,83.3590,83.3590
NS-ND,158.6019,58.7296,,68.5349,15.0384,0.0000,0.0000,58.7296,58.7296,68.5349,83.5733,83.5733
NS-ND,158.5048,58.7296,,68.5349,15.0384,0.0000,0.0000,58.7296,58.7296,68.5349,83.5733,83.5733
NS-ND,158.8633,58.7296,,68.5349,15.2890,0.0000,0.0000,58.7296,58.7296,68.5349,83.8240,83.8240
NS-ND,158.7582,58.7296,,68.5349,15.2890,0.0000,0.0000,58.7296,58.7296,68.5349,83.8240,83.8240
NS-ND,158.6711,58.7296,,68.5349,15.2890,0.0000,0.0000,58.7296,58.7296,68.5349,83.8240,83.8240
NS-ND,158.6074,58.7296,,68.5349,15.5380,0.0000,0.0000,58.7296,58.7296,68.5349,84.0729,84.0729
NS-ND,158.5359,58.7296,,68.5349,15.5380,0.0000,0.0000,58.7296,58.7296,68.5349,84.0729,84.0729
NS-ND,158.8649,58.7296,,68.5349,15.5380,0.0000,0.0000,58.7296,58.7296,68.5349,84.0729,84.0729
NS-ND,158.7672,58.7296,,68.5349,15.5380,0.0000,0.0000,58.7296,58.7296,68.5349,84.0729,84.0729
NS-ND,158.6825,58.7296,,68.9136,15.5380,0.0000,0.0000,58.7296,58.7296,68.9136,84.4515,84.4515
NS-ND,158.6006,58.7296,,68.9136,15.5380,0.0000,0.0000,58.7296,58.7296,68.9136,84.4515,84.4515
NS-ND,158.5509,58.7296,,68.9136,15.5380,0.0000,0.0000,58.7296,58.7296,68.9136,84.4515,84.4515
NS-ND,158.5074,58.7296,,68.9136,15.5380,0.0000,0.0000,58.7296,58.7296,68.9136,84.4515,84.4515
NS-ND,158.4312,58.7296,,68.9136,15.5380,0.0000,0.0000,58.7296,58.7296,68.9136,84.4515,84.4515
NS-ND,158.3667,58.7296,,68.9136,15.5380,0.0000,0.0000,58.7296,58.7296,68.9136,84.4515,84.4515
NS-ND,158.3038,58.7296,,68.9136,15.5380,0.0000,0.0000,58.7296,58.7296,68.9136,84.4515,84.4515
NS-ND,158.6519,59.1135,,68.9136,15.5380,0.0000,0.0000,59.1135,59.1135,68.9136,84.4515,84.4515
NS-ND,158.9019,59.1135,,68.9136,15.5380,0.0000,0.0000,59.1135,59.1135,68.9136,84.4515,84.4515
NS-ND,158.8453,59.1135,,68.9136,15.5380,0.0000,0.0000,59.1135,59.1135,68.9136,84.4515,84.4515
NS-ND,158.7774,59.1135,,68.9136,15.5380,0.0000,0.0000,59.1135,59.1135,68.9136,84.4515,84.4515
NS-ND,158.7113,59.1135,,68.9136,15.5380,0.0000,0.0000,59.1135,59.1135,68.9136,84.4515,84.4515
NS-ND,159.0630,59.1135,,69.1890,15.7968,0.0000,0.0000,59.1135,59.1135,69.1890,84.9858,84.9858
NS-ND,159.2180,59.1135,,69.1890,15.7968,0.0000,0.0000,59.1135,59.1135,69.1890,84.9858,84.9858
NS-ND,159.1504,59.1135,,69.1890,15.7968,0.0000,0.0000,59.1135,59.1135,69.1890,84.9858,84.9858
NS-ND,159.0708,59.1135,,69.1890,15.7968,0.0000,0.0000,59.1135,59.1135,69.1890,84.9858,84.9858
NS-ND,159.0425,59.1135,,69.1890,15.7968,0.0000,0.0000,59.1135,59.1135,69.1890,84.9858,84.9858
NS-ND,158.9623,59.1135,,69.1890,15.7968,0.0000,0.0000,59.1135,59.1135,69.1890,84.9858,84.9858
NS-ND,158.9054,59.1135,,69.5247,15.7968,0.0000,0.0000,59.1135,59.1135,69.5247,85.3215,85.3215
